OBJECTID,BOUNDARY,LEGEND,DATA_SRC,Shape__Length
2864,Shoreline,Shoreline,CT,115.095890836953
2865,Shoreline,Shoreline,CT,110.67334882319
2866,Shoreline,Shoreline,CT,86.2977751305876
2867,Shoreline,Shoreline,CT,81.4522059111775
2868,Shoreline,Shoreline,CT,86.503861909156
2869,Shoreline,Shoreline,CT,155.822499000888
2870,Shoreline,Shoreline,CT,122.439412553407
2871,Shoreline,Shoreline,CT,124.831251842666
2872,Shoreline,Shoreline,CT,109.538399088823
2873,Shoreline,Shoreline,CT,222.093254967422
2874,Shoreline,Shoreline,CT,274.650641800038
2875,Shoreline,Shoreline,CT,96.7489696431649
2876,Shoreline,Shoreline,NY,42849.5938155265
2877,Shoreline,Shoreline,NY,42831.4181966548
2878,Shoreline,Shoreline,CT,122.851071758806
2879,Shoreline,Shoreline,CT,861.078581665873
2880,Shoreline,Shoreline,CT,97.7783070657454
2881,Shoreline,Shoreline,CT,110.199307690499
2882,Shoreline,Shoreline,CT,116.593280310754
2883,Shoreline,Shoreline,NY,3210.56618517611
2884,Shoreline,Shoreline,CT,41506.4636169278
2885,Shoreline,Shoreline,CT,245.11251524966
2886,Shoreline,Shoreline,CT,1202.89560419176
2887,Shoreline,Shoreline,CT,179.770866703597
2888,Shoreline,Shoreline,CT,460.976946892473
2889,Shoreline,Shoreline,CT,738.038332819915
2890,Shoreline,Shoreline,CT,205.880369925658
2891,Shoreline,Shoreline,CT,796.541325415663
2892,Shoreline,Shoreline,CT,37241.4146653346
2893,Shoreline,Shoreline,CT,112.287324513371
2894,Shoreline,Shoreline,CT,4530.18973038251
2895,Shoreline,Shoreline,CT,176.025448309811
2896,Shoreline,Shoreline,CT,250.407541511384
2897,Shoreline,Shoreline,CT,125.843813789499
2898,Shoreline,Shoreline,CT,275.075409077985
2899,Shoreline,Shoreline,CT,1289.48574389918
2900,Shoreline,Shoreline,CT,110.065660651281
2901,Shoreline,Shoreline,CT,1659.90274913761
2902,Shoreline,Shoreline,CT,423.838333976616
2903,Shoreline,Shoreline,CT,86.3781985872954
2904,Shoreline,Shoreline,CT,87.0569146826521
2905,Shoreline,Shoreline,CT,82.9700126625562
2906,Shoreline,Shoreline,CT,92.3613633410597
2907,Shoreline,Shoreline,CT,34923.3129961809
2908,Shoreline,Shoreline,CT,158.378625423095
2909,Shoreline,Shoreline,NY,6311.07154438591
2910,Shoreline,Shoreline,CT,173.314809812121
2911,Shoreline,Shoreline,CT,2019.43752115683
2912,Shoreline,Shoreline,CT,29802.8095962944
2913,Shoreline,Shoreline,CT,752.202129904754
2914,Shoreline,Shoreline,CT,594.7049086983
2915,Shoreline,Shoreline,CT,21192.0559474053
2916,Shoreline,Shoreline,CT,442.306651972208
2917,Shoreline,Shoreline,CT,30346.6347075231
2918,Shoreline,Shoreline,CT,1812.09678170339
2919,Shoreline,Shoreline,CT,1646.98525823754
2920,Shoreline,Shoreline,CT,1306.18137557665
2921,Shoreline,Shoreline,CT,256.822107544201
2922,Shoreline,Shoreline,CT,881.996409071842
2923,Shoreline,Shoreline,NY,62473.6627398764
2924,Shoreline,Shoreline,CT,29306.3731447486
2925,State,State,NY,2547.23599358164
2926,Shoreline,Shoreline,CT,1164.38225827542
2927,Shoreline,Shoreline,NY,75942.5893272747
2928,Shoreline,Shoreline,NY,88904.6164123152
2929,Shoreline,Shoreline,NY,51946.7286582173
2930,Shoreline,Shoreline,CT,2766.08532019988
2931,Shoreline,Shoreline,CT,1602.77815134769
2932,Shoreline,Shoreline,NY,34065.2267073649
2933,Shoreline,Shoreline,CT,643.186027661849
2934,Shoreline,Shoreline,NY,93782.2831787325
2935,Shoreline,Shoreline,CT,7446.60621265171
2936,Shoreline,Shoreline,CT,2007.65938479036
2937,Shoreline,Shoreline,NY,55739.0469871851
2938,Shoreline,Shoreline,NY,27549.1445216543
2939,Shoreline,Shoreline,CT,4233.31681978712
2940,Shoreline,Shoreline,CT,33409.2720160379
2941,Shoreline,Shoreline,CT,4788.39890234038
2942,Shoreline,Shoreline,CT,324.942682105674
2943,Shoreline,Shoreline,CT,407.403261855469
2944,Shoreline,Shoreline,CT,9042.9793945127
2945,Shoreline,Shoreline,CT,330.253394313138
2946,Shoreline,Shoreline,CT,301.400561573612
2947,Shoreline,Shoreline,CT,172.406803594909
2948,Shoreline,Shoreline,CT,254.541242317818
2949,Shoreline,Shoreline,CT,192.627155742978
2950,Shoreline,Shoreline,NY,8532.63400238136
2951,Shoreline,Shoreline,CT,643.44960890785
2952,Shoreline,Shoreline,CT,366.423911474304
2953,Shoreline,Shoreline,CT,181.642562177954
2954,Shoreline,Shoreline,CT,4673.7347789811
2955,Shoreline,Shoreline,CT,536.381621655507
2956,Shoreline,Shoreline,CT,2296.68490400769
2957,Shoreline,Shoreline,CT,687.933806485777
2958,Shoreline,Shoreline,CT,438.085180731493
2959,Shoreline,Shoreline,CT,514.106626925037
2960,Shoreline,Shoreline,CT,156.147616828162
2961,Shoreline,Shoreline,NY,51927.6751712286
2962,Shoreline,Shoreline,CT,35219.1330350057
2963,Shoreline,Shoreline,NY,115821.076281541
2964,Shoreline,Shoreline,NY,79655.8110595632
2965,Shoreline,Shoreline,CT,540.133987930701
2966,Shoreline,Shoreline,NY,72833.6431244101
2967,Shoreline,Shoreline,NY,34555.3855478779
2968,Shoreline,Shoreline,NY,6819.70207619905
2969,Shoreline,Shoreline,NY,22370.4731374858
2970,Shoreline,Shoreline,CT,498.349337240656
2971,Shoreline,Shoreline,CT,210.364831464414
2972,Shoreline,Shoreline,NY,88416.1968526584
2973,Shoreline,Shoreline,CT,601.884160727374
2974,Shoreline,Shoreline,CT,219.24954694787
2975,Shoreline,Shoreline,CT,180.742632534525
2976,Shoreline,Shoreline,CT,201.93270514509
2977,Shoreline,Shoreline,CT,596.563846242382
2978,Shoreline,Shoreline,CT,239.255189165195
2979,Shoreline,Shoreline,CT,1923.42594293782
2980,Shoreline,Shoreline,CT,26032.9694707582
2981,Shoreline,Shoreline,CT,256.313938121026
2982,Shoreline,Shoreline,CT,225.428511939316
2983,Shoreline,Shoreline,CT,320.547442371594
2984,Shoreline,Shoreline,CT,247.863236309336
2985,Shoreline,Shoreline,CT,1179.55869664742
2986,Shoreline,Shoreline,CT,722.608105602904
2987,Shoreline,Shoreline,CT,23672.9614014803
2988,Shoreline,Shoreline,CT,196.608908854203
2989,Shoreline,Shoreline,CT,595.076814385825
2990,Shoreline,Shoreline,CT,278.917349929287
2991,Shoreline,Shoreline,CT,419.062686033546
2992,Shoreline,Shoreline,CT,33199.4231627358
2993,Shoreline,Shoreline,NY,64394.9137208428
2994,Shoreline,Shoreline,CT,192.215119386232
2995,Shoreline,Shoreline,CT,235.144608094838
2996,Shoreline,Shoreline,NY,39617.1174253354
2997,Shoreline,Shoreline,CT,734.655064890164
2998,Shoreline,Shoreline,CT,14012.1014138812
2999,Shoreline,Shoreline,CT,136.138531799767
3000,Shoreline,Shoreline,CT,166.742026870548
3001,Shoreline,Shoreline,CT,281.174257830019
3002,Shoreline,Shoreline,CT,286.850053159674
3003,Shoreline,Shoreline,CT,152.891204686287
3004,Shoreline,Shoreline,CT,539.283390209141
3005,Shoreline,Shoreline,CT,9557.53501268124
3006,Shoreline,Shoreline,CT,508.110259201033
3007,Shoreline,Shoreline,CT,234.432889303803
3008,Shoreline,Shoreline,CT,2364.65921270372
3009,Shoreline,Shoreline,CT,624.744557794947
3010,Shoreline,Shoreline,CT,230.802316592826
3011,Shoreline,Shoreline,CT,338.6574194385
3012,Shoreline,Shoreline,CT,473.770755116151
3013,Shoreline,Shoreline,CT,31093.5740476193
3014,Shoreline,Shoreline,CT,256.57898381995
3015,Shoreline,Shoreline,CT,723.6043059634
3016,Shoreline,Shoreline,CT,1913.07236814924
3017,Shoreline,Shoreline,CT,565.821622903881
3018,Shoreline,Shoreline,NY,45652.3810425755
3019,Shoreline,Shoreline,CT,277.544932005412
3020,Shoreline,Shoreline,NY,72191.1647715507
3021,Shoreline,Shoreline,CT,27646.3973863359
3022,Shoreline,Shoreline,NJ,31280.5612895439
3023,Shoreline,Shoreline,NY,52100.6045982457
3024,Shoreline,Shoreline,NY,87325.3504559037
3025,Shoreline,Shoreline,CT,169.935747271842
3026,Shoreline,Shoreline,NY,23850.3192668107
3027,Shoreline,Shoreline,NY,36263.0124467264
3028,Shoreline,Shoreline,NY,50708.384939964
3029,Shoreline,Shoreline,NY,27541.3313745536
3030,Shoreline,Shoreline,NY,52858.2000711479
3031,Shoreline,Shoreline,NJ,7221.17465619042
3032,Shoreline,Shoreline,NY,43246.901140086
3033,Shoreline,Shoreline,NY,63344.74628047
3034,Shoreline,Shoreline,NY,11584.1184726282
3035,Shoreline,Shoreline,NY,30005.984415742
3036,Shoreline,Shoreline,NY,80952.9312575581
3037,Shoreline,Shoreline,NY,110089.993909276
3038,Shoreline,Shoreline,NY,57946.7059775295
3039,Shoreline,Shoreline,NY,33421.2205551302
3040,Shoreline,Shoreline,NY,58086.1000296145
3041,Shoreline,Shoreline,NY,22115.0291985163
3042,Shoreline,Shoreline,NY,2287.74070995333
3043,Shoreline,Shoreline,NY,715.61149301478
3044,Shoreline,Shoreline,NY,8718.42644030135
3045,Shoreline,Shoreline,NY,9001.00004774821
3046,Shoreline,Shoreline,NY,61403.7974561706
3047,Shoreline,Shoreline,NY,72959.6623269406
3048,Shoreline,Shoreline,NJ,316.220417133859
3049,Shoreline,Shoreline,NJ,172.033725430905
3050,Shoreline,Shoreline,NY,51649.3598329831
3051,Shoreline,Shoreline,NJ,2595.58545526556
3052,Shoreline,Shoreline,NY,43834.9111233247
3053,Shoreline,Shoreline,NJ,15757.8590885216
3054,Shoreline,Shoreline,NJ,5740.68221907562
3055,Shoreline,Shoreline,NY,58380.6556712116
3056,Shoreline,Shoreline,NY,12342.0295359207
3057,Shoreline,Shoreline,NY,39937.1456164354
3058,Shoreline,Shoreline,NY,28502.4965801089
3059,Shoreline,Shoreline,NJ,7049.28621146728
3060,Shoreline,Shoreline,NY,36100.0391393066
3061,Shoreline,Shoreline,NJ,137.952351672721
3062,Shoreline,Shoreline,NY,38439.8131383065
3063,Shoreline,Shoreline,NJ,14533.6983150297
3064,Shoreline,Shoreline,NY,52187.5926460687
3065,Shoreline,Shoreline,NY,3425.6730455687
3066,Shoreline,Shoreline,NJ,910.524550294537
3067,Shoreline,Shoreline,NY,34119.9038521337
3068,Shoreline,Shoreline,NY,37889.6710844848
3069,Shoreline,Shoreline,NY,11450.5895720587
3070,Shoreline,Shoreline,NY,44711.9944041823
3071,Shoreline,Shoreline,NJ,13084.8920411629
3072,Shoreline,Shoreline,NY,7519.55370897553
3073,Shoreline,Shoreline,NJ,1616.10906488384
3074,Shoreline,Shoreline,NY,42478.4619253714
3075,Shoreline,Shoreline,NY,38906.3004073767
3076,Shoreline,Shoreline,NJ,18634.8220471151
3077,Shoreline,Shoreline,NY,37368.8796058647
3078,Shoreline,Shoreline,NY,51312.3996306219
3079,Shoreline,Shoreline,NY,59320.4857826201
3080,Shoreline,Shoreline,NJ,14456.0183846035
3081,Shoreline,Shoreline,NJ,3865.79583038954
3082,Shoreline,Shoreline,NY,36971.2560638988
3083,Shoreline,Shoreline,NY,58736.7736332993
3084,Shoreline,Shoreline,NJ,26561.7850884619
3085,Shoreline,Shoreline,NY,37409.0193950112
3086,Shoreline,Shoreline,NY,4031.03149794648
3087,Shoreline,Shoreline,NY,95512.711774699
3088,Shoreline,Shoreline,NY,53362.4709096622
3089,Shoreline,Shoreline,NY,50311.8268009782
3090,Shoreline,Shoreline,NY,1937.83937219846
3091,Shoreline,Shoreline,NJ,7111.23104725347
3092,Shoreline,Shoreline,NY,41912.7697769368
3093,Shoreline,Shoreline,NJ,10276.516225383
3094,Shoreline,Shoreline,NJ,1235.48369083524
3095,Shoreline,Shoreline,NJ,935.10420922462
3096,Shoreline,Shoreline,NY,18384.5456264689
3097,Shoreline,Shoreline,NY,25204.0221284291
3098,Shoreline,Shoreline,NY,46663.7414842843
3099,Shoreline,Shoreline,NY,56387.7523980141
3100,Shoreline,Shoreline,NJ,8684.53879614199
3101,Shoreline,Shoreline,NY,7408.99294332028
3102,Shoreline,Shoreline,NY,48865.806222873
3103,Shoreline,Shoreline,NY,24355.3400277862
3104,Shoreline,Shoreline,NY,5468.68259738552
3105,Shoreline,Shoreline,NY,66164.3493373895
3106,Shoreline,Shoreline,NJ,17095.3736966709
3107,Shoreline,Shoreline,NY,22498.2653788818
3108,Shoreline,Shoreline,NJ,1075.21626268072
3109,Shoreline,Shoreline,NY,44044.1973256896
3110,Shoreline,Shoreline,NJ,20398.569743571
3111,Shoreline,Shoreline,NY,53168.2378748773
3112,Shoreline,Shoreline,NY,21379.196653794
3113,Shoreline,Shoreline,NY,6395.87090063018
3114,Shoreline,Shoreline,NY,114055.128383965
3115,Shoreline,Shoreline,NJ,22945.6858797305
3116,Shoreline,Shoreline,NY,43836.0134940072
3117,Shoreline,Shoreline,NY,11657.0740810165
3118,Shoreline,Shoreline,NY,48874.6092321059
3119,Shoreline,Shoreline,NY,108642.286806256
3120,Shoreline,Shoreline,NY,4770.95243583294
3121,Shoreline,Shoreline,NJ,5627.60567026005
3122,Shoreline,Shoreline,NY,2438.58556367364
3123,Shoreline,Shoreline,NY,12650.9750966668
3124,Shoreline,Shoreline,NY,47780.8194827539
3125,Shoreline,Shoreline,NJ,44996.0506368239
3126,Shoreline,Shoreline,NY,108539.329467531
3127,Shoreline,Shoreline,NY,54717.9770790207
3128,Shoreline,Shoreline,NJ,6669.13714914556
3129,Shoreline,Shoreline,NJ,6399.05553534147
3130,Shoreline,Shoreline,NY,29185.62146798
3131,Shoreline,Shoreline,NY,53145.1022991125
3132,Shoreline,Shoreline,NJ,3158.79183370387
3133,Shoreline,Shoreline,NY,16114.7019765439
3134,Shoreline,Shoreline,NJ,35760.4862425378
3135,Shoreline,Shoreline,NY,34934.8415313568
3136,Shoreline,Shoreline,NJ,4293.71619771716
3137,Shoreline,Shoreline,NJ,14629.6305106907
3138,Shoreline,Shoreline,NY,1841.6808085092
3139,Shoreline,Shoreline,NY,55156.2258937098
3140,Shoreline,Shoreline,NY,39202.1639928064
3141,Shoreline,Shoreline,NY,43875.5745268273
3142,Shoreline,Shoreline,NY,8701.71315175359
3143,Shoreline,Shoreline,NY,19072.5279610971
3144,Shoreline,Shoreline,NY,14602.2898770909
3145,Shoreline,Shoreline,NY,42798.4425903843
3146,Shoreline,Shoreline,NY,2193.02424221079
3147,Shoreline,Shoreline,NY,181807.004980916
3148,Shoreline,Shoreline,NY,128570.599361383
3149,Shoreline,Shoreline,NY,5478.51195690056
3150,Shoreline,Shoreline,NY,34190.1739988217
3151,Shoreline,Shoreline,NY,16854.1346857791
3152,Shoreline,Shoreline,NY,19949.7978638285
3153,Shoreline,Shoreline,NY,2253.24890022757
3154,Shoreline,Shoreline,NY,3400.4221756197
3155,Shoreline,Shoreline,NY,5464.26027954818
3156,Shoreline,Shoreline,NY,17143.5491230352
3157,Shoreline,Shoreline,NY,42359.1260742627
3158,Shoreline,Shoreline,NY,5566.21905429815
3159,Shoreline,Shoreline,NY,6301.93771263686
3160,Shoreline,Shoreline,NY,9991.12717387435
3161,Shoreline,Shoreline,NY,828.148682430405
3162,Shoreline,Shoreline,NY,567.945970767732
3163,Shoreline,Shoreline,NY,4448.39902048844
3164,Shoreline,Shoreline,NY,27283.2690904335
3165,Shoreline,Shoreline,NY,5476.18630887158
3166,Shoreline,Shoreline,NY,40271.2629115077
3167,Shoreline,Shoreline,NY,2225.22181630729
3168,Shoreline,Shoreline,NY,10708.9391318922
3169,Shoreline,Shoreline,NY,15773.7578608524
3170,Shoreline,Shoreline,NY,31434.5092036054
3171,Shoreline,Shoreline,NY,4936.61346552186
3172,Shoreline,Shoreline,NY,1021.31093197125
3173,Shoreline,Shoreline,NY,7011.81261304351
3174,Shoreline,Shoreline,NY,3061.8465611594
3175,Shoreline,Shoreline,NY,2973.60765544837
3176,Shoreline,Shoreline,NY,16393.4220930779
3177,Shoreline,Shoreline,NY,2366.97811522346
3178,Shoreline,Shoreline,NY,6445.25252765991
3179,Shoreline,Shoreline,NY,40663.9818464123
3180,Shoreline,Shoreline,NY,1596.39629771904
3181,Shoreline,Shoreline,NY,3102.98423307608
3182,Shoreline,Shoreline,NY,2204.64657267805
3183,Shoreline,Shoreline,NY,14937.3715947613
3184,Shoreline,Shoreline,NY,1916.94954580629
3185,Shoreline,Shoreline,NY,57667.1807429035
3186,Shoreline,Shoreline,NY,12521.763996096
3187,Shoreline,Shoreline,NY,11444.7908728468
3188,Shoreline,Shoreline,NY,5816.80802225626
3189,Shoreline,Shoreline,NY,8176.14296374871
3190,Shoreline,Shoreline,NY,4363.91319372133
3191,Shoreline,Shoreline,NY,1783.50542199415
3192,Shoreline,Shoreline,NY,11272.8324106803
3193,Shoreline,Shoreline,NY,3942.9262288463
3194,Shoreline,Shoreline,NY,16682.6334390833
3195,Shoreline,Shoreline,NY,1430.94145447629
3196,Shoreline,Shoreline,NY,9278.70395820204
3197,Shoreline,Shoreline,NY,26602.195401642
3198,Shoreline,Shoreline,NY,513.890640668087
3199,Shoreline,Shoreline,NY,10021.4667529518
3200,Shoreline,Shoreline,NY,3218.63729079457
3201,Shoreline,Shoreline,NY,34324.7998631415
3202,Shoreline,Shoreline,NY,7907.61458904542
3203,Shoreline,Shoreline,NY,15876.2782330404
3204,Shoreline,Shoreline,NY,1666.96282579374
3205,Shoreline,Shoreline,NY,18208.1469446114
3206,Shoreline,Shoreline,NY,6002.94338565644
3207,Shoreline,Shoreline,NY,2917.37655779796
3208,Shoreline,Shoreline,NY,3721.16292537903
3209,Shoreline,Shoreline,NY,14163.9846022622
3210,Shoreline,Shoreline,NY,43645.1252267219
3211,Shoreline,Shoreline,NY,16004.4557893829
3212,Shoreline,Shoreline,NY,5503.96505069947
3213,Shoreline,Shoreline,NY,14094.9351508557
3214,Shoreline,Shoreline,NY,7075.1909939077
3215,Shoreline,Shoreline,NY,3006.78019552395
3216,Shoreline,Shoreline,NY,17529.9270586515
3217,Shoreline,Shoreline,NY,9588.66289523864
3218,Shoreline,Shoreline,NY,1102.86323377437
3219,Shoreline,Shoreline,NY,8856.75315106017
3220,Shoreline,Shoreline,NY,12352.1233526871
3221,Shoreline,Shoreline,NY,12856.2401266467
3222,Shoreline,Shoreline,NY,1689.56431564919
3223,Shoreline,Shoreline,NY,3451.335053354
3224,Shoreline,Shoreline,NY,3831.87149696792
3225,Shoreline,Shoreline,NY,4609.29312928565
3226,Shoreline,Shoreline,NY,16023.2436637951
3227,Shoreline,Shoreline,NY,10082.6168076373
3228,Shoreline,Shoreline,NY,4507.81599960444
3229,Shoreline,Shoreline,NY,25782.1961576085
3230,Shoreline,Shoreline,NY,8499.011050716
3231,Shoreline,Shoreline,NY,12407.4378905402
3232,Shoreline,Shoreline,NY,4160.53944802194
3233,Shoreline,Shoreline,NY,9692.4256107967
3234,Shoreline,Shoreline,NY,13421.2896066179
3235,Shoreline,Shoreline,NY,5960.86957711776
3236,Shoreline,Shoreline,NY,21135.7798396892
3237,Shoreline,Shoreline,NY,534.589343398368
3238,Shoreline,Shoreline,NY,1432.87475249851
3239,Shoreline,Shoreline,NY,5409.23013094943
3240,Shoreline,Shoreline,NY,4057.67589934258
3241,Shoreline,Shoreline,NY,3365.67788295785
3242,Shoreline,Shoreline,NY,8784.16561000876
3243,Shoreline,Shoreline,NY,9936.34543516106
3244,Shoreline,Shoreline,NY,13887.0681659961
3245,Shoreline,Shoreline,NY,598.254610195918
3246,Shoreline,Shoreline,NY,16697.6872149539
3247,Shoreline,Shoreline,NY,8725.63206355603
3248,Shoreline,Shoreline,NY,750.338954842207
3249,Shoreline,Shoreline,NY,9664.42850643091
3250,Shoreline,Shoreline,NY,11463.9912598176
3251,Shoreline,Shoreline,NY,1920.34021020861
3252,Shoreline,Shoreline,NY,2271.75611834897
3253,Shoreline,Shoreline,NY,3962.33753376232
3254,Shoreline,Shoreline,NY,51980.3763010323
3255,Shoreline,Shoreline,NY,3501.37285210517
3256,Shoreline,Shoreline,NY,9782.59192148435
3257,Shoreline,Shoreline,NY,11120.7043222967
3258,Shoreline,Shoreline,NY,56384.3952951738
3259,Shoreline,Shoreline,NY,10456.639211535
3260,Shoreline,Shoreline,NY,2006.0996381887
3261,Shoreline,Shoreline,NY,20651.6204937796
3262,Shoreline,Shoreline,NY,7535.87514806466
3263,Shoreline,Shoreline,NY,9167.30644276016
3264,Shoreline,Shoreline,NY,18998.2955371121
3265,Shoreline,Shoreline,NY,22040.2692361784
3266,Shoreline,Shoreline,NY,14419.2302764388
3267,Shoreline,Shoreline,NY,2774.16110186266
3268,Shoreline,Shoreline,NY,11156.0722020424
3269,Shoreline,Shoreline,NY,2289.1144256289
3270,Shoreline,Shoreline,NY,6409.07304837001
3271,Shoreline,Shoreline,NY,3865.14030084956
3272,Shoreline,Shoreline,NY,10041.6718190785
3273,Shoreline,Shoreline,NY,16295.7582178734
3274,Shoreline,Shoreline,NY,14057.8472543147
3275,Shoreline,Shoreline,NY,2988.75873111065
3276,Shoreline,Shoreline,NY,25688.4876120671
3277,Shoreline,Shoreline,NY,15792.5592968536
3278,Shoreline,Shoreline,NY,16301.440882913
3279,Shoreline,Shoreline,NY,5685.3755294286
3280,Shoreline,Shoreline,NY,6715.85604120488
3281,Shoreline,Shoreline,NY,14004.8169230281
3282,Shoreline,Shoreline,NY,4587.47691531356
3283,Shoreline,Shoreline,NY,5548.56328799203
3284,Shoreline,Shoreline,NY,14724.541984065
3285,Shoreline,Shoreline,NY,12997.6444977582
3286,Shoreline,Shoreline,NY,32274.1178873696
3287,Shoreline,Shoreline,NY,14642.1454428132
3288,Shoreline,Shoreline,NY,1480.05879898609
3289,Shoreline,Shoreline,NY,9418.67819604084
3290,Shoreline,Shoreline,NY,3083.19326300882
3291,Shoreline,Shoreline,NY,62696.6248304837
3292,Shoreline,Shoreline,NY,8952.37587433832
3293,Shoreline,Shoreline,NY,29074.552167938
3294,Shoreline,Shoreline,NY,2768.13213380452
3295,Shoreline,Shoreline,NY,17895.3582321428
3296,Shoreline,Shoreline,NY,8814.65384524186
3297,Shoreline,Shoreline,NY,13585.3872247483
3298,Shoreline,Shoreline,NY,3049.80246469316
3299,Shoreline,Shoreline,NY,33796.5923843044
3300,Shoreline,Shoreline,NY,34779.3022000006
3301,Shoreline,Shoreline,NY,46193.5466143238
3302,Shoreline,Shoreline,NY,18135.5901692726
3303,Shoreline,Shoreline,NY,60506.703130993
3304,Shoreline,Shoreline,NY,60053.6073114507
3305,Shoreline,Shoreline,NY,52159.1731704261
3306,Shoreline,Shoreline,NY,79216.2410801178
3307,Shoreline,Shoreline,NY,73347.0412852679
3308,Shoreline,Shoreline,NY,87088.1987349323
3309,Shoreline,Shoreline,NY,56092.310205289
3310,State,State,CT,558552.81069368
